0.0	0.16	CT
0.08	0.24	CT
0.16	0.32	CT
0.24	0.4	M
0.32	0.48	BO
0.4	0.56	BO
0.48	0.64	BO
0.56	0.72	BO
0.64	0.8	BO
0.72	0.88	BO
0.8	0.96	BO
0.88	1.04	BO
0.96	1.12	BO
1.04	1.2	M
1.12	1.28	M
1.2	1.36	CT
1.28	1.44	BO
1.36	1.52	BI
1.44	1.6	BI
1.52	1.68	BI
1.6	1.76	BI
1.68	1.84	BI
1.76	1.92	BI
1.84	2.0	BI
1.92	2.08	BI
2.0	2.16	BI
2.08	2.24	BO
2.16	2.32	M
2.24	2.4	M
2.32	2.48	CT
2.4	2.56	CT
2.48	2.64	CT
2.56	2.72	CT
2.64	2.8	CT
2.72	2.88	CT
2.8	2.96	CT
2.88	3.04	CT
2.96	3.12	CT
3.04	3.2	CT
3.12	3.28	CT
3.2	3.36	CT
3.28	3.44	CT
3.36	3.52	M
3.44	3.6	M
3.52	3.68	BO
3.6	3.76	BO
3.68	3.84	BO
3.76	3.92	BO
3.84	4.0	BO
3.92	4.08	BO
4.0	4.16	BO
4.08	4.24	BO
4.16	4.32	M
4.24	4.4	BO
4.32	4.48	BO
4.4	4.56	BI
4.48	4.64	BI
4.56	4.72	BI
4.64	4.8	BI
4.72	4.88	BI
4.8	4.96	BI
4.88	5.04	BI
4.96	5.12	BI
5.04	5.2	BI
5.12	5.28	M
5.2	5.36	M
5.28	5.44	CT
5.36	5.52	CT
5.44	5.6	V
5.52	5.68	V
5.6	5.76	V
5.68	5.84	V
5.76	5.92	V
5.84	6.0	V
5.92	6.08	BO
6.0	6.16	BO
6.08	6.24	BO
6.16	6.32	BO
6.24	6.4	BO
6.32	6.48	M
6.4	6.56	M
6.48	6.64	M
6.56	6.72	CT
6.64	6.8	CT
6.72	6.88	CT
6.8	6.96	M
6.88	7.04	M
6.96	7.12	M
7.04	7.2	CT
7.12	7.28	CT
7.2	7.36	CT
7.28	7.44	CT
7.36	7.52	CT
7.44	7.6	CT
7.52	7.68	CT
7.6	7.76	M
7.68	7.84	CT
7.76	7.92	CT
7.84	8.0	M
7.92	8.08	CT
8.0	8.16	M
8.08	8.24	M
8.16	8.32	CT
8.24	8.4	CT
8.32	8.48	CT
8.4	8.56	CT
8.48	8.64	M
8.56	8.72	CT
8.64	8.8	M
8.72	8.88	M
8.8	8.96	M
8.88	9.04	CT
8.96	9.12	CT
9.04	9.2	CT
9.12	9.28	M
9.2	9.36	BI
9.28	9.44	BI
9.36	9.52	BI
9.44	9.6	BI
9.52	9.68	BI
9.6	9.76	M
9.68	9.84	M
9.76	9.92	CT
9.84	10.0	CT
9.92	10.08	CT
10.0	10.16	CT
10.08	10.24	CT
10.16	10.32	CT
10.24	10.4	CT
10.32	10.48	CT
10.4	10.56	CT
10.48	10.64	CT
10.56	10.72	CT
10.64	10.8	CT
10.72	10.88	CT
10.8	10.96	CT
10.88	11.04	CT
10.96	11.12	CT
11.04	11.2	CT
11.12	11.28	CT
11.2	11.36	CT
11.28	11.44	CT
11.36	11.52	CT
11.44	11.6	CT
11.52	11.68	CT
11.6	11.76	CT
11.68	11.84	CT
11.76	11.92	CT
11.84	12.0	CT
11.92	12.08	CT
12.0	12.16	CT
12.08	12.24	CT
12.16	12.32	CT
12.24	12.4	CT
12.32	12.48	CT
12.4	12.56	CT
12.48	12.64	CT
12.56	12.72	CT
12.64	12.8	CT
12.72	12.88	CT
12.8	12.96	CT
12.88	13.04	CT
12.96	13.12	CT
13.04	13.2	CT
13.12	13.28	CT
13.2	13.36	CT
13.28	13.44	CT
13.36	13.52	CT
13.44	13.6	CT
13.52	13.68	CT
13.6	13.76	CT
13.68	13.84	CT
13.76	13.92	CT
13.84	14.0	CT
13.92	14.08	M
14.0	14.16	BO
14.08	14.24	BO
14.16	14.32	BO
14.24	14.4	BO
14.32	14.48	M
14.4	14.56	M
14.48	14.64	CT
14.56	14.72	M
14.64	14.8	V
14.72	14.88	V
14.8	14.96	V
14.88	15.04	V
14.96	15.12	BO
15.04	15.2	BO
15.12	15.28	V
15.2	15.36	V
15.28	15.44	V
15.36	15.52	V
15.44	15.6	V
15.52	15.68	M
15.6	15.76	M
15.68	15.84	BO
15.76	15.92	BI
15.84	16.0	BI
15.92	16.08	BI
16.0	16.16	BI
16.08	16.24	BI
16.16	16.32	BI
16.24	16.4	V
16.32	16.48	V
16.4	16.56	V
16.48	16.64	V
16.56	16.72	V
16.64	16.8	V
16.72	16.88	V
16.8	16.96	V
16.88	17.04	V
16.96	17.12	BO
17.04	17.2	BO
17.12	17.28	V
17.2	17.36	V
17.28	17.44	V
17.36	17.52	V
17.44	17.6	V
17.52	17.68	BI
17.6	17.76	BI
17.68	17.84	V
17.76	17.92	V
17.84	18.0	V
17.92	18.08	V
18.0	18.16	V
18.08	18.24	BO
18.16	18.32	BO
18.24	18.4	BO
18.32	18.48	M
18.4	18.56	V
18.48	18.64	V
18.56	18.72	V
18.64	18.8	V
18.72	18.88	V
18.8	18.96	BI
18.88	19.04	V
18.96	19.12	V
19.04	19.2	V
19.12	19.28	V
19.2	19.36	V
19.28	19.44	BO
19.36	19.52	BO
19.44	19.6	BO
19.52	19.68	BO
19.6	19.76	V
19.68	19.84	V
19.76	19.92	V
19.84	20.0	V
19.92	20.08	V
20.0	20.16	M
20.08	20.24	V
20.16	20.32	V
20.24	20.4	V
20.32	20.48	V
20.4	20.56	M
20.48	20.64	M
20.56	20.72	BO
20.64	20.8	M
20.72	20.88	V
20.8	20.96	V
20.88	21.04	M
20.96	21.12	M
21.04	21.2	V
21.12	21.28	V
21.2	21.36	M
21.28	21.44	BO
21.36	21.52	BI
21.44	21.6	BI
21.52	21.68	BI
21.6	21.76	BI
21.68	21.84	BI
21.76	21.92	BI
21.84	22.0	BI
21.92	22.08	V
22.0	22.16	V
22.08	22.24	V
22.16	22.32	V
22.24	22.4	V
22.32	22.48	V
22.4	22.56	V
22.48	22.64	V
22.56	22.72	M
22.64	22.8	M
22.72	22.88	M
22.8	22.96	V
22.88	23.04	V
22.96	23.12	M
23.04	23.2	M
23.12	23.28	V
23.2	23.36	V
23.28	23.44	BO
23.36	23.52	BO
23.44	23.6	BO
23.52	23.68	BO
23.6	23.76	BO
23.68	23.84	V
23.76	23.92	V
23.84	24.0	V
23.92	24.08	V
24.0	24.16	V
24.08	24.24	V
24.16	24.32	V
24.24	24.4	V
24.32	24.48	M
24.4	24.56	V
24.48	24.64	V
24.56	24.72	V
24.64	24.8	BO
24.72	24.88	BO
24.8	24.96	V
24.88	25.04	BO
24.96	25.12	BO
25.04	25.2	BO
25.12	25.28	BI
25.2	25.36	BI
25.28	25.44	BI
25.36	25.52	BI
25.44	25.6	BI
25.52	25.68	BI
25.6	25.76	BI
25.68	25.84	BI
25.76	25.92	BI
25.84	26.0	BO
25.92	26.08	V
26.0	26.16	V
26.08	26.24	V
26.16	26.32	BO
26.24	26.4	BO
26.32	26.48	BO
26.4	26.56	BO
26.48	26.64	BO
26.56	26.72	V
26.64	26.8	V
26.72	26.88	M
26.8	26.96	M
26.88	27.04	V
26.96	27.12	V
27.04	27.2	V
27.12	27.28	V
27.2	27.36	M
27.28	27.44	V
27.36	27.52	V
27.44	27.6	V
27.52	27.68	V
27.6	27.76	BO
27.68	27.84	BO
27.76	27.92	BO
27.84	28.0	BO
27.92	28.08	BO
28.0	28.16	BI
28.08	28.24	V
28.16	28.32	V
28.24	28.4	M
28.32	28.48	M
28.4	28.56	V
28.48	28.64	V
28.56	28.72	V
28.64	28.8	V
28.72	28.88	BO
28.8	28.96	M
28.88	29.04	M
28.96	29.12	V
29.04	29.2	V
29.12	29.28	V
29.2	29.36	BO
29.28	29.44	BO
29.36	29.52	BO
29.44	29.6	BI
29.52	29.68	BI
29.6	29.76	BI
29.68	29.84	BI
29.76	29.92	BI
29.84	30.0	BI
29.92	30.08	BI
30.0	30.16	CT
30.08	30.24	M
30.16	30.32	M
30.24	30.4	BO
30.32	30.48	BO
30.4	30.56	V
30.48	30.64	BO
30.56	30.72	BO
30.64	30.8	BO
30.72	30.88	BO
30.8	30.96	BO
30.88	31.04	V
30.96	31.12	V
31.04	31.2	BO
31.12	31.28	M
31.2	31.36	M
31.28	31.44	V
31.36	31.52	V
31.44	31.6	V
31.52	31.68	V
31.6	31.76	BO
31.68	31.84	BO
31.76	31.92	BO
31.84	32.0	BO
31.92	32.08	BO
32.0	32.16	M
32.08	32.24	M
32.16	32.32	M
32.24	32.4	BO
32.32	32.48	V
32.4	32.56	BO
32.48	32.64	BO
32.56	32.72	BO
32.64	32.8	BO
32.72	32.88	V
32.8	32.96	V
32.88	33.04	V
32.96	33.12	CT
33.04	33.2	V
33.12	33.28	V
33.2	33.36	V
33.28	33.44	BO
33.36	33.52	BO
33.44	33.6	V
33.52	33.68	V
33.6	33.76	BI
33.68	33.84	BO
33.76	33.92	BO
33.84	34.0	BI
33.92	34.08	BI
34.0	34.16	BI
34.08	34.24	BI
34.16	34.32	BI
34.24	34.4	BI
34.32	34.48	CT
34.4	34.56	BI
34.48	34.64	BI
34.56	34.72	V
34.64	34.8	V
34.72	34.88	V
34.8	34.96	BO
34.88	35.04	BO
34.96	35.12	V
35.04	35.2	V
35.12	35.28	BI
35.2	35.36	BI
35.28	35.44	BO
35.36	35.52	BO
35.44	35.6	BO
35.52	35.68	BO
35.6	35.76	BO
35.68	35.84	V
35.76	35.92	M
35.84	36.0	M
35.92	36.08	BO
36.0	36.16	M
36.08	36.24	M
36.16	36.32	M
36.24	36.4	CT
36.32	36.48	CT
36.4	36.56	CT
36.48	36.64	BI
36.56	36.72	BI
36.64	36.8	BI
36.72	36.88	BI
36.8	36.96	BI
36.88	37.04	BI
36.96	37.12	BI
37.04	37.2	BI
37.12	37.28	CT
37.2	37.36	CT
37.28	37.44	CT
37.36	37.52	M
37.44	37.6	V
37.52	37.68	V
37.6	37.76	BO
37.68	37.84	BO
37.76	37.92	V
37.84	38.0	V
37.92	38.08	BO
38.0	38.16	BO
38.08	38.24	BO
38.16	38.32	M
38.24	38.4	M
38.32	38.48	CT
38.4	38.56	M
38.48	38.64	V
38.56	38.72	V
38.64	38.8	V
38.72	38.88	V
38.8	38.96	V
38.88	39.04	M
38.96	39.12	V
39.04	39.2	V
39.12	39.28	BO
39.2	39.36	V
39.28	39.44	V
39.36	39.52	V
39.44	39.6	BO
39.52	39.68	BO
39.6	39.76	M
39.68	39.84	M
39.76	39.92	V
39.84	40.0	BI
39.92	40.08	V
40.0	40.16	V
40.08	40.24	V
40.16	40.32	CT
40.24	40.4	CT
40.32	40.48	CT
40.4	40.56	CT
40.48	40.64	CT
40.56	40.72	M
40.64	40.8	V
40.72	40.88	V
40.8	40.96	V
40.88	41.04	V
40.96	41.12	BI
41.04	41.2	BO
41.12	41.28	M
41.2	41.36	BO
41.28	41.44	V
41.36	41.52	V
41.44	41.6	M
41.52	41.68	BO
41.6	41.76	BO
41.68	41.84	V
41.76	41.92	V
41.84	42.0	BO
41.92	42.08	BO
42.0	42.16	BO
42.08	42.24	BO
42.16	42.32	BO
42.24	42.4	M
42.32	42.48	M
42.4	42.56	CT
42.48	42.64	BI
42.56	42.72	BI
42.64	42.8	BI
42.72	42.88	BI
42.8	42.96	BI
42.88	43.04	BI
