Filename,Label,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,SFM,Spectral_Centroid,Spectral_Spread,ZCR,STE,Spectral_Skewness
breathing10 (10).wav,breathing,-167.58643,164.91786,-22.55281,24.847363,15.844801,4.5479503,-37.756783,-13.443358,-17.358047,11.008698,3.670836,5.7536983,-9.167557,0.0026241702,2282.917753183934,3248.156815065633,0.051550152658045974,11.594748750479752,5.9946175
breathing10 (11).wav,breathing,-163.04767,77.70566,-37.419563,-14.198447,-4.9481874,9.151198,-13.418689,1.8058352,-7.857197,3.0224223,-5.586718,-8.290778,-9.342899,0.05745582,5221.954930120004,5113.586300396883,0.15471219468390804,5.197059009665613,4.519419
breathing10 (12).wav,breathing,-195.57507,158.66595,-25.854658,18.66372,10.6984,0.7259811,-38.037323,-20.517767,-19.805725,9.965944,5.5281677,1.7694999,-12.236268,0.003100792,2382.6262725680167,3271.642721200498,0.0592840786637931,7.362836094799242,6.2370577
breathing10 (13).wav,breathing,-102.30109,91.624146,-42.1335,-5.3773537,0.25471386,9.98134,-9.235833,6.18995,-8.225943,0.48890507,-5.1293406,-4.9685593,-3.486648,0.04193196,4507.370009224117,4583.1080216734945,0.11903960129310345,20.21832018186785,5.5703754
breathing10 (14).wav,breathing,-131.3903,153.61679,-27.41251,24.987167,5.616718,6.572653,-37.508514,-14.340555,-13.173712,10.595617,7.103588,2.89509,-11.038005,0.0045412746,2558.1259083139535,3366.6027504227095,0.06049636314655173,13.053995428095448,5.5427785
breathing10 (15).wav,breathing,-193.4544,49.20226,-49.886303,-12.27632,-3.0853055,8.095009,-10.089087,7.3925843,-5.2054925,5.018191,-5.40149,-4.0716367,-7.0014415,0.07685248,6000.672069710082,5280.339039313054,0.18340853987068967,4.248587741032027,4.2739844
breathing10 (16).wav,breathing,-180.23889,80.31179,-32.31015,-19.123346,-5.621224,12.233153,-8.954091,-2.5299292,-9.124536,5.3322663,-3.8306005,-6.38209,-6.175763,0.05375475,5203.55177197353,5140.014521009883,0.1560760147270115,4.726727705750334,4.566213
breathing10 (17).wav,breathing,-152.3422,61.953217,-44.781155,-9.267774,-2.6526785,8.35549,-13.552075,-0.8998925,-9.186463,4.5354595,-7.1671877,-4.9001093,-6.274051,0.06640976,5630.345604950158,5089.323541889219,0.17234083153735633,6.66454465385268,4.8043485
breathing10 (18).wav,breathing,-188.28233,153.77055,-19.03821,28.45818,10.743909,0.89207757,-36.327,-18.36307,-15.6672,10.456304,4.1282535,5.1121035,-9.911657,0.0037709146,2452.0978482468763,3456.743158983369,0.048732713721264365,7.797850868217862,6.3859477
breathing10 (19).wav,breathing,-161.02509,161.36537,-29.392696,17.082092,14.904231,4.205295,-36.831356,-11.295311,-13.942474,16.53128,5.985745,1.9731058,-11.09049,0.0030219513,2395.9745943719645,3241.449326029932,0.05988460847701149,9.91502112113047,5.504802
breathing10 (2).wav,breathing,-262.65414,132.63368,-19.954773,24.208813,4.093756,4.1842737,-24.673584,-18.731092,-15.740312,6.4965253,4.721609,5.430066,-11.306067,0.01566853,3213.131979004845,3883.903443142589,0.06878591954022989,1.7969831977890147,6.442756
breathing10 (20).wav,breathing,-102.04481,48.720867,-57.17433,-19.739405,2.7096753,9.8163595,-3.779492,17.68638,-8.213685,3.6947172,-10.27515,-4.326476,-6.703534,0.06892111,5931.644371557672,5359.363762378692,0.18070334949712644,7.587032149626599,3.6057038
breathing10 (21).wav,breathing,-209.56331,79.0406,-26.447252,-12.461106,1.7961243,19.114578,-7.9039216,-0.9869858,-4.1596527,8.210572,-1.8661507,-1.5421118,-8.141551,0.05785309,5310.31718609914,5220.961378457661,0.14861709770114942,2.847988417452858,5.012205
breathing10 (22).wav,breathing,-107.36219,55.95851,-62.3922,-18.099512,1.8825072,7.251551,-3.242078,15.433928,-7.474361,0.26446936,-9.523802,-5.366053,-6.5839367,0.055273637,5472.0111703745815,5077.31888946344,0.16086902837643677,8.288233795703922,3.5617354
breathing10 (23).wav,breathing,-183.64523,164.35997,-23.288933,21.158394,18.88558,2.876489,-41.31849,-15.125815,-21.429564,13.910014,3.04811,9.228122,-12.401721,0.0023274957,2246.538103915783,3219.3618852676927,0.049877649066091954,8.726931767005237,6.3986135
breathing10 (24).wav,breathing,-156.19716,39.898968,-47.721523,-22.700794,-4.263179,14.020151,-3.0295908,10.80716,-5.786803,4.784756,-17.368826,-5.8734984,-2.0161304,0.08270643,6663.24929883482,5593.087143643182,0.21928318067528735,4.356927645182765,3.8697383
breathing10 (25).wav,breathing,-160.7116,50.867115,-60.900402,-13.942338,2.2114155,10.73375,0.77507335,16.769655,-1.5165911,2.9828477,-6.925903,-6.2402864,-7.0282836,0.055248667,5610.043777924067,5176.184186591751,0.16723352191091953,3.910888313746478,3.8951108
breathing10 (3).wav,breathing,-171.59683,162.94691,-22.565573,20.554762,12.46688,2.9979784,-38.896076,-16.700718,-18.951687,10.962792,3.136384,4.096705,-7.174144,0.002851003,2296.7175227939206,3252.035622429033,0.05219558189655173,11.91903719339369,6.21793
breathing10 (4).wav,breathing,-192.5455,144.63713,-32.6844,19.57877,12.890489,5.618935,-37.36416,-9.830146,-11.102224,8.666853,6.1922574,1.8052588,-7.755916,0.009544916,2785.518472214449,3426.6825945665905,0.0689318426724138,7.5212052592017145,5.9151077
breathing10 (5).wav,breathing,-244.72418,64.94975,-31.136208,-9.671338,5.4962333e-05,13.443353,-6.843457,2.2822382,-3.457098,9.063574,-7.854352,-0.06587638,-10.171141,0.073486224,5871.3547608797535,5287.593099189609,0.19256241020114942,3.211755353553662,4.712146
breathing10 (6).wav,breathing,-128.74149,71.58079,-53.921722,-12.978584,2.4618773,7.6394596,-5.96026,9.976915,-7.4566426,0.8216469,-4.7369094,-4.7482305,-5.849784,0.04513116,4951.635019793847,4838.85018522035,0.13912648168103448,9.312506157667995,4.384633
breathing10 (7).wav,breathing,-144.44104,165.35391,-32.93827,17.707504,13.513872,3.9382985,-38.48682,-11.833297,-13.470411,17.46046,7.7208877,0.11981312,-7.256955,0.002663052,2327.4105563475555,3098.7116937973487,0.059963182471264365,11.151035121900454,5.088079
breathing10 (8).wav,breathing,-170.02818,59.349133,-42.27619,-11.290643,-3.7947888,12.91495,-2.3884487,6.009193,-15.137002,-5.3511267,-20.074594,-5.8855877,5.250229,0.06515643,5850.612159303259,5300.100003857724,0.17967627514367815,2.6975893616525597,4.0154076
breathing10 (9).wav,breathing,-215.69437,62.48056,-50.658573,7.89248,-0.97454625,5.753298,-8.801266,2.6084783,-3.393064,1.636168,-4.148505,-2.7378378,-10.089782,0.051822864,5258.77910347739,4698.6110422285965,0.1563117367097701,2.415044809255555,4.090325
breathing10.wav,breathing,-228.29384,80.641174,-40.131752,-2.9809103,-2.0387588,3.2796593,-15.108481,-0.67350507,-11.0273285,2.0751152,-2.3409283,0.8692735,-5.8284006,0.0569729,4978.663600185563,4775.458845120104,0.14027141702586207,3.83666895342334,4.796459
breathing11 (10).wav,breathing,-190.80501,135.69215,-5.5292587,9.125001,11.751954,-0.55833834,-37.40221,2.6552958,11.12063,19.971289,1.6945801,-10.212598,-0.30006528,0.010250771,3196.988883620216,4379.968668278378,0.06458221084770115,4.893913545936475,5.7291307
breathing11 (11).wav,breathing,-80.506485,28.405691,-24.415052,-34.533836,-9.587716,-1.4559078,-12.784227,4.767383,-0.5034322,7.1435103,-9.4427395,-9.465628,-11.143995,0.19368187,8490.079649928357,6331.8744782315225,0.30720186781609193,8.911853884438301,3.0772762
breathing11 (12).wav,breathing,-139.3687,35.91248,-17.031317,-26.8018,-0.33732897,1.9615914,-10.332931,2.5746584,-12.350678,2.2307055,-8.592005,-8.297616,-13.068504,0.2038685,8482.360816216096,6381.9875821317655,0.31757363505747127,2.053914124743658,2.4130988
breathing11 (13).wav,breathing,-272.67957,41.512238,-13.747729,-12.028371,-5.815263,5.9700866,-6.0570874,6.8760185,3.904853,10.808122,-1.0297747,-3.587514,-8.825954,0.19164445,7871.492911407369,6120.3249538963055,0.28721601113505746,1.2349814441690297,3.4804666
breathing11 (14).wav,breathing,-245.19885,72.90777,-6.7099714,-4.364598,3.0137625,6.24008,-17.514524,-7.2231774,0.8196666,14.771112,-4.946821,-1.5367098,-6.9061046,0.105169825,6259.660974655588,5596.794239866529,0.21442843031609196,5.900889044358379,5.116506
breathing11 (15).wav,breathing,-145.32484,26.007784,-23.610376,-23.106323,-1.9597976,3.7184007,-11.482188,8.847411,3.9075422,12.468523,-8.80502,-7.7458715,-5.846517,0.16304676,8302.834976987506,6160.028958137755,0.30205527119252873,3.012623119663253,3.8615625
breathing11 (16).wav,breathing,-163.53232,143.67775,-6.8822436,14.194068,8.75057,0.16562143,-38.96301,0.654892,8.782768,21.459024,-4.465042,-8.548918,2.643605,0.007222881,2917.53090683564,4069.588610336318,0.06177599676724138,6.041429602072676,5.543102
breathing11 (17).wav,breathing,-200.71869,68.67966,-19.818712,-7.750209,0.47509524,5.502613,-13.225186,7.392312,7.400581,16.478796,-4.884233,-6.353082,-3.997642,0.0967437,6312.3550974951195,5385.221241279069,0.20479750359195403,8.198521869617778,5.4323263
breathing11 (18).wav,breathing,-151.48894,30.162676,-35.72827,-25.542866,0.33739683,3.4674194,-2.45163,12.596779,-0.7065535,13.903128,-1.2384585,-2.8953729,-10.771167,0.15135513,7788.364397368646,6080.199656692201,0.27522225215517243,2.1021030021863694,3.035678
breathing11 (19).wav,breathing,-238.35614,56.42508,-15.017804,-12.886073,-4.920468,8.431764,-3.9504697,8.635107,3.4289188,12.707615,1.6526526,-2.4515686,-6.362482,0.13019033,6970.79957811962,5901.791841154663,0.23056416127873564,1.5310064413062583,4.23015
breathing11 (2).wav,breathing,-19.183352,53.442356,-49.91074,-32.104633,-11.948828,-9.007494,-23.267103,-7.1442113,-16.598095,-0.05401675,-15.275825,-3.883501,1.8388237,0.09076157,6094.038310893741,5633.012540362947,0.1827294360632184,30.45035542602075,3.1815326
breathing11 (20).wav,breathing,-216.17384,130.77368,2.9828157,17.600107,9.215962,2.8299232,-28.567455,6.824787,7.012663,20.897224,1.169721,-7.355283,1.2494034,0.013636863,3393.0102381153906,4544.830878176183,0.06374034662356322,5.2280862500643455,6.876258
breathing11 (21).wav,breathing,-202.11801,134.97324,-4.7156434,6.7793164,1.4212273,2.4286435,-25.540854,5.762276,8.864902,16.471355,-1.7055665,-7.988818,-0.115185834,0.012670179,3259.564153504548,4427.05356654251,0.06255051185344827,6.348804008635568,6.2831745
breathing11 (22).wav,breathing,-193.78606,159.35312,-0.5812594,16.930126,6.2934914,-4.564289,-31.225937,-5.6602364,0.73033214,14.513642,-2.5054963,-5.2774453,-5.9193025,0.0040490245,2389.702463099834,3736.214851741845,0.04391163793103448,7.006753165904713,6.196408
breathing11 (23).wav,breathing,-293.93362,128.30132,4.839293,17.072392,-1.5106729,2.2523882,-17.229143,7.132497,10.1873865,9.513264,-4.8146944,1.5187542,2.732533,0.015217285,3484.704459040996,4648.616522153636,0.06164691091954023,3.037243937475962,7.390494
breathing11 (24).wav,breathing,-228.8336,40.838177,-21.100521,-8.682733,5.441092,4.1797104,-8.013042,7.7362056,0.8392277,11.063611,-2.9614573,-3.799328,-7.6142416,0.14413728,7586.981881061237,6003.1524616547495,0.2749135686063218,1.9448666096842617,3.584842
breathing11 (25).wav,breathing,-198.92697,44.393105,-21.031034,-22.639038,-11.265595,-0.15739638,-6.836025,8.657828,-2.728475,4.1270113,-2.4334183,-1.5130303,-12.469842,0.1749675,7611.32376318665,6095.344860995159,0.26412086925287354,2.1348529107696406,3.4169939
breathing11 (3).wav,breathing,-303.21722,68.48712,-18.785181,-8.701144,-10.604003,4.444637,-7.0888433,5.5238686,4.7921133,10.037164,0.6042279,0.17377543,-9.225887,0.103822306,6242.239344752996,5613.350096032713,0.2038433908045977,1.1820829612972763,4.115891
breathing11 (4).wav,breathing,-231.50182,59.33021,-7.8999205,-10.353658,5.565155,1.6988739,-18.740797,-5.0760083,-2.984459,15.3275175,-6.88403,-2.3376002,-14.222652,0.12950936,7373.619309659817,6239.521143949354,0.27233185165229884,0.9623846262585738,3.7746115
breathing11 (5).wav,breathing,-130.65202,69.08219,-17.091125,-20.841406,-9.758558,-3.502735,-13.238747,6.6223693,-4.673221,7.022376,-7.476454,-7.333989,-12.784558,0.12770051,6615.529945986522,5714.708555602999,0.22204449533045978,8.356337452140458,4.073385
breathing11 (6).wav,breathing,-150.68262,24.439484,-18.226103,-26.295237,1.7621062,5.051349,-13.754969,10.549235,5.232883,14.286058,-8.106202,-5.607344,-6.4898806,0.183485,8831.930829881692,6238.545828479757,0.3371890714798851,2.0363370827695277,3.388986
breathing11 (7).wav,breathing,-301.21082,58.262005,-10.318091,-2.309692,-9.580266,-6.902644,-10.050002,10.331831,7.385291,7.66382,0.25200945,1.9940453,-9.977086,0.1223004,6779.990311676101,5974.841033841742,0.19844984734195403,0.6853312690489296,4.882282
breathing11 (8).wav,breathing,-295.60922,121.99207,10.731298,19.358198,-0.059344456,0.18397759,-15.795753,8.117043,13.11518,18.448437,-2.2227988,-3.4694476,-2.960528,0.019582676,3793.602371263443,4800.219197060422,0.06846039870689655,2.6418753076947668,7.9673076
breathing11 (9).wav,breathing,-97.68322,32.837852,-20.19072,-25.565668,-10.894344,5.0485487,-10.2428465,6.986065,3.8830545,8.797596,-7.695504,-6.589344,-9.773974,0.19610833,8175.200950676969,6157.916600774578,0.30642174030172414,13.252809174385762,3.2463708
breathing11.wav,breathing,-244.20747,140.16235,1.5700684,19.749111,3.6244152,-3.1067808,-21.337963,-0.48213333,8.175239,17.886364,2.110762,-0.57291687,-2.1220624,0.010812702,3100.4560295899946,4213.152287840572,0.05421044360632184,11.433850658034657,7.7196226
breathing12 (10).wav,breathing,-233.03139,74.46815,-4.932617,-4.240503,-1.0469732,-2.0457215,-3.733047,5.987527,3.0832834,13.957773,1.822458,4.8712773,-9.763662,0.12173015,6539.314054933684,5738.865325059343,0.2167407507183908,2.1413129682981036,5.5026383
breathing12 (11).wav,breathing,-147.99098,46.326447,-19.700468,-19.82603,6.934889,2.963855,3.015712,12.910913,-4.9507184,11.241363,-2.695314,2.5978556,-14.325195,0.15849634,7878.855233271879,6182.829192971061,0.2904936691810345,2.5838884497976546,3.4215271
breathing12 (12).wav,breathing,-296.3067,136.08694,7.840569,27.408953,10.824775,1.9680787,-17.564287,-1.0465521,4.5830255,16.357632,8.883138,3.5118809,-3.6707249,0.007442522,3058.5540367162107,4378.539999340322,0.04431012033045977,2.697817291940611,9.225007
breathing12 (13).wav,breathing,-197.27219,170.5359,-0.36601487,28.282995,13.541051,-1.1106542,-21.67781,-9.841862,-2.7704072,21.29646,0.65878904,0.8889418,-10.367109,0.0017965356,1950.588148975652,3312.215423413412,0.032905666307471264,11.189937906291314,7.303211
breathing12 (14).wav,breathing,-215.31982,114.62591,-1.7399457,-0.12448256,4.6685596,1.593431,3.166425,12.814742,5.8688483,10.665054,1.7057852,5.1712985,-5.8780007,0.079124935,4539.243746295938,4900.68630057435,0.1312971443965517,7.366506591304663,6.6991982
breathing12 (15).wav,breathing,-278.33505,97.4768,5.784529,10.886252,2.0198245,2.411374,-6.5176272,0.14196809,-2.5328963,5.5280266,-0.3393028,4.95591,-6.004774,0.07930682,5564.311263647218,5215.382659102467,0.17190306214080459,6.57081905534394,6.1233535
breathing12 (16).wav,breathing,-131.87025,45.20329,-22.746387,-21.33063,4.519913,-1.2179108,5.1429214,12.128239,-0.36303756,14.654005,-4.0168853,-0.57444227,-14.693901,0.17262821,7839.95501300347,6410.572500625325,0.27078843390804597,2.410095148919032,2.9054623
breathing12 (17).wav,breathing,-332.78665,126.40334,13.6872015,29.635225,2.3037343,5.0582666,-6.6937075,2.345404,4.4967246,12.206487,2.7775483,6.5890574,-2.1230488,0.019094925,3566.7208295403707,4674.29527355222,0.06151782507183908,3.8936167710293836,8.991934
breathing12 (18).wav,breathing,-235.14229,126.710915,8.6449175,3.7444465,-0.980338,4.5720696,3.326794,10.030138,2.812717,10.137469,1.370363,6.3486047,-6.0106034,0.058034103,4012.832173812207,4609.600316554056,0.11948859554597702,4.785447376177275,6.66984
breathing12 (19).wav,breathing,-245.27126,83.09899,-6.2609253,-2.485791,-3.1569436,-4.1443205,-3.5218277,6.614079,1.7741389,13.155017,0.17333424,1.8867705,-7.93789,0.09847116,5849.249187712541,5614.524174972289,0.17653892780172414,1.7141938597782154,5.688024
breathing12 (2).wav,breathing,-169.7115,76.4939,-6.8246784,-7.749084,6.164903,3.9869175,3.7248995,12.427193,0.31463313,12.72373,-2.3394208,0.6829488,-11.418549,0.09281972,6083.561653866953,5812.899005019057,0.18578820941091953,3.505515246835101,5.2656665
breathing12 (20).wav,breathing,-342.86142,68.75956,-2.1976578,2.993575,-2.3615897,9.547549,6.5923085,6.7457275,-1.340505,6.0428586,2.58891,4.9638786,-7.4236836,0.116592914,6607.878490914184,6037.890690812869,0.2005152209051724,0.5809488925447612,5.1054444
breathing12 (21).wav,breathing,-298.2424,138.76161,8.7667885,16.068903,3.2227902,3.3376362,-8.625243,0.066212535,10.222903,18.683273,6.174197,2.6352146,-3.0303226,0.008617778,3042.7271276206648,4520.82820962296,0.045314744971264365,2.024506672280114,8.084995
breathing12 (22).wav,breathing,-136.21321,63.38756,-21.657612,-16.770006,8.774563,-4.007124,1.7431841,8.98883,-3.182953,9.12409,-1.6555207,1.6751435,-13.63149,0.1370387,7054.86706082026,6096.576749619209,0.23892667923850575,6.634301849037969,3.886654
breathing12 (23).wav,breathing,-349.2702,120.639366,25.976162,45.202827,15.597106,6.9205356,-7.5242395,5.330175,8.53258,13.796292,2.7962477,-0.2147194,-4.046926,0.007705286,3274.160622952866,4698.129091647783,0.03746295797413793,4.6866354184128305,10.302181
breathing12 (24).wav,breathing,-227.08818,96.74307,-0.12860094,-0.14151044,4.5505586,2.3125982,0.15380517,12.753118,6.08572,11.4109,3.4557345,6.7942605,-6.0051227,0.07700161,5221.471833896694,5385.633364750327,0.1499640804597701,4.859961591827861,6.1390915
breathing12 (25).wav,breathing,-207.2861,68.065315,-9.5059185,-11.415863,1.0382586,1.6930504,2.4757838,11.152072,0.40987584,7.7315226,-3.6548345,1.5691295,-14.798079,0.12355577,6803.419760294253,5912.260476442903,0.22581043462643677,2.2056437205910857,4.767859
breathing12 (3).wav,breathing,-171.24428,71.79195,-5.1815443,-15.618187,0.69718224,-4.0853896,2.0283868,-0.2796749,-5.147363,4.3822436,-12.964847,3.5511906,-11.882845,0.14003827,7119.818199278577,6244.163515035254,0.23738326149425287,3.89878683938844,4.4950275
breathing12 (4).wav,breathing,-210.28789,98.59506,-0.8489058,-1.642389,2.2419126,3.171387,-0.57549775,11.678459,1.8333346,9.7654085,0.338661,2.8446088,-8.706424,0.10006161,5336.633444388913,5102.922541671575,0.17542205459770116,7.587342134181604,6.2458124
breathing12 (5).wav,breathing,-311.06036,137.50761,12.00766,28.051222,-0.08231125,3.0110722,-6.6198206,3.7739048,6.112649,12.381777,2.0750504,2.09541,-4.93649,0.00902063,3001.91841259037,4222.041197323054,0.05040521731321839,3.6406999884140974,9.339888
breathing12 (6).wav,breathing,-172.42947,73.151695,-8.398649,-10.352925,14.115557,4.5828147,6.4029007,15.612722,1.3735231,13.96976,1.3992176,2.9558945,-8.750809,0.1083342,6409.727851547647,5949.744185128329,0.20156474497126436,3.1183604411942336,5.6662784
breathing12 (7).wav,breathing,-178.31702,54.56576,-2.4351642,-21.2033,0.87023646,2.8628478,7.92728,4.1146216,-6.935696,0.97367543,-13.617105,0.46543556,-12.175064,0.16786249,8178.832773422201,6695.77114910198,0.2937713272270115,1.3388413929170526,3.4655843
breathing12 (8).wav,breathing,-182.52116,115.80166,-4.310492,2.2621489,10.691906,1.5106766,-3.7993445,6.6382933,1.7066154,12.5586405,0.9852905,2.3876963,-7.831262,0.06602277,4586.169681794573,4799.688754607552,0.1331267959770115,10.800755173355514,7.1203465
breathing12 (9).wav,breathing,-208.61485,162.63853,2.8331647,21.797997,12.287833,1.4682484,-25.043797,-9.280694,-2.8452146,19.263226,5.8266106,-0.18209931,-9.577307,0.003145112,2237.1566085766362,3658.9855785502555,0.03848441989942529,6.528108659081936,6.7702947
breathing12.wav,breathing,-197.92831,49.92677,-16.299105,-19.949938,10.676473,4.7527175,1.8273591,16.748962,-2.6702268,13.997216,-2.7449713,3.950315,-9.3457365,0.123101555,7676.506536539739,6280.775095267426,0.28217043821839083,1.286065614959925,4.101713
breathing13 (10).wav,breathing,-201.95856,157.89417,0.23837997,23.807684,10.678127,0.29652068,-16.076967,-7.134173,0.3191658,20.887867,1.1708168,1.0803963,-5.440782,0.007312763,2446.991509644661,3677.8395772600293,0.04621273347701149,11.368275312211559,7.708155
breathing13 (11).wav,breathing,-349.23383,82.06264,10.953832,24.134943,7.693776,5.045747,-2.0512905,8.022502,8.848394,12.065932,1.0357981,4.368267,-4.4605494,0.06534712,5656.685298925809,5627.356943228967,0.14949263649425287,2.7726109975712063,8.064252
breathing13 (12).wav,breathing,-252.29053,135.97102,0.8441294,23.93193,10.059585,1.6887165,-16.840202,-6.7425866,3.0698,20.676937,0.8263486,1.5598856,-5.3108435,0.020863889,3418.057866970429,4306.042917644224,0.06847723599137931,11.79213140837073,7.398073
breathing13 (13).wav,breathing,-204.75392,54.78101,-11.869183,-11.199865,11.342512,4.6055937,1.2552605,15.049395,0.42179492,14.616381,-2.7786353,5.865426,-12.10029,0.12029983,7253.804263900162,6218.054919338027,0.24372530531609196,1.6134643483304048,4.9736414
breathing13 (14).wav,breathing,-187.66411,171.66652,-0.39779198,22.862661,17.68568,-1.7786356,-28.98702,-10.635375,-3.8854268,18.602037,4.432909,-0.3743202,-7.4046035,0.00207855,1986.0288765673022,3371.240423197449,0.03562208153735632,9.539078859983798,6.7247596
breathing13 (15).wav,breathing,-204.67564,165.62799,7.999293,22.840967,6.3512316,1.69486,-12.820747,-4.678241,0.014575164,18.0754,-4.8058662,2.306211,-1.063463,0.005162337,2223.3870707670694,3594.66067491445,0.03851248204022988,21.94532270862511,8.265707
breathing13 (16).wav,breathing,-175.22775,165.65738,-1.6572108,21.368809,13.286136,-0.444776,-19.6462,-8.032066,-2.2320478,22.615942,0.16710614,1.0421147,-3.5274105,0.0041374546,2190.9562073520065,3536.2611234453675,0.04093705100574713,15.102991129524705,7.334638
breathing13 (17).wav,breathing,-278.6891,150.78174,6.3448234,17.987045,1.1828668,2.3796437,-8.3070965,0.603987,6.4369564,16.265387,2.4611554,2.9954782,-1.4571285,0.009778716,2664.6555176936927,4050.4460092220465,0.04755971623563218,3.2568570362091753,7.902868
breathing13 (18).wav,breathing,-186.20155,66.102516,-12.913597,-12.123145,9.985639,3.8855777,0.2788685,11.961976,3.177558,15.695205,-1.5864604,1.9233673,-12.080207,0.116549484,6929.210604731298,5897.187550590411,0.24122216235632185,2.867953237921344,4.437691
breathing13 (19).wav,breathing,-178.28471,73.52818,-8.450603,-2.716484,9.769504,-2.9745736,2.3739982,10.651687,4.9803424,13.157831,-6.066079,1.9423761,-9.285686,0.086276434,6092.470941192563,6058.002492595972,0.16794630028735633,4.3421572453606165,6.3691735
breathing13 (2).wav,breathing,-183.15717,49.060287,-16.678654,-18.435848,3.4246166,1.4516755,5.069252,11.819061,0.87370443,12.7582655,-3.0043952,4.1150937,-12.699085,0.16639015,7659.898803630081,6355.7495274466255,0.2683245779454023,1.1466963807325488,3.4036968
breathing13 (20).wav,breathing,-220.35742,78.578354,-9.436472,-3.6904497,8.214563,-4.3763623,-6.1349444,8.955687,1.7504553,10.908881,-6.569296,-4.412728,-7.226505,0.07963915,5849.211859228319,5645.8626688649865,0.16956829202586207,9.185067542957821,7.430259
breathing13 (21).wav,breathing,-221.87149,168.57195,2.4026115,22.046854,6.3765836,0.68522257,-9.509528,-4.136109,1.3242917,17.635283,-1.1441553,3.3936434,-0.29665878,0.002057264,2040.1822604163033,3480.8875896144314,0.031171426005747127,7.2336337286871295,7.989847
breathing13 (22).wav,breathing,-197.90504,106.2273,-1.9931172,9.242211,14.952259,4.2771435,-4.2862616,6.5586,3.6679294,19.707417,-0.3991798,2.5061808,-7.586786,0.065203816,4619.948744060368,4944.892436926525,0.12698118714080459,6.75913245790245,7.371046
breathing13 (23).wav,breathing,-261.89993,135.85782,8.71872,21.525543,7.509003,-2.6301339,-16.84063,-2.9446814,6.1774874,19.495588,2.170866,2.9741917,-5.972297,0.021418244,3323.4044605911704,4417.156226696695,0.06327451508620689,5.128459138402747,7.67458
breathing13 (24).wav,breathing,-258.48877,94.61809,6.724358,14.574145,14.338512,5.1244645,-3.6039944,8.267938,6.0039062,17.531126,0.7497806,4.7600317,-7.113186,0.06148914,4981.620853565632,5368.304506842271,0.12566787895114942,2.9272883668315806,8.418862
breathing13 (25).wav,breathing,-170.55673,55.160023,-17.91279,-14.770722,9.948692,-0.42089078,3.3049366,13.344423,1.2528884,13.445024,-7.537825,2.1980844,-12.440343,0.12681727,7278.053018323972,6314.500319373674,0.23983589260057472,2.356916681411165,4.013461
breathing13 (3).wav,breathing,-293.32376,93.90161,12.315727,18.40962,12.340168,8.119466,2.0656126,10.413031,8.875752,16.081512,1.0239967,3.7191668,-3.562111,0.03941738,4538.53448320595,5406.149208124365,0.09877873563218391,2.2082756288521894,11.490161
breathing13 (4).wav,breathing,-188.38487,59.787598,-7.982927,-4.433001,0.048042517,3.882324,-2.050564,6.55561,2.842478,19.247328,-6.7548065,-0.85661465,-9.7618475,0.12524615,7111.530162842207,6050.698523847615,0.2381690014367816,3.661592222335668,4.5275784
breathing13 (5).wav,breathing,-206.50937,146.3099,4.2967544,25.287006,14.477137,5.4124026,-12.813608,-6.059389,1.9058373,21.726337,3.5022917,1.3217868,-3.5715435,0.022419866,2855.984269217319,3973.853040574668,0.0553778286637931,12.712074398434575,8.43762
