0.000000	0.334098	V
0.549646	0.673585	M
1.616605	3.809798	V
3.809798	4.574991	BO
4.650433	5.097693	BI
5.280909	7.878253	V
7.878253	8.643446	BI
8.810495	9.828956	V
9.828956	10.551040	BO
10.901304	13.595645	V
13.595645	13.989019	BI
14.059072	19.560916	V
19.663301	19.932736	BI
19.975845	21.500842	V
21.500842	22.028933	BO
22.028933	23.667092	CT
23.699424	24.868768	BI
25.774067	26.964966	BO
29.255156	30.472998	BI
30.472998	32.121935	CT
32.154267	33.129618	BO
33.129618	33.797815	CT
33.835536	35.398254	BI
36.562209	36.659205	M
36.766979	37.661500	CT
37.704610	37.774662	M
37.774662	39.563705	BO
39.563705	42.274212	CT
42.322710	44.090198	BI
46.488162	46.542048	M
46.542048	47.662894	BO
47.732947	50.314126	CT
50.341069	51.127817	BO
51.176315	52.361825	BI
52.474988	53.267124	BO
53.267124	55.163940	CT
55.207049	56.516499	BI
56.688937	56.818265	M
57.750507	59.151565	BO
59.151565	62.697318	CT
62.810480	63.839718	BI
63.942103	64.012156	M
64.012156	64.852791	BO
64.852791	65.935916	CT
65.995191	67.159147	BI
67.407026	67.482468	M
67.482468	69.109850	CT
69.179902	69.966650	BO
69.966650	73.216025	CT
73.350743	74.611694	BI
76.346850	76.389959	M
76.389959	76.815665	BO
77.198262	78.750202	V
78.750202	79.138187	BO
79.138187	79.380678	BI
79.423787	81.363713	V
81.363713	81.746309	BO
81.746309	82.290566	BI
82.339064	87.361316	V
87.388260	87.770856	BI
87.857075	93.089486	V
93.046376	93.116429	M
93.267312	94.134890	BI
94.167222	98.488945	V
98.488945	98.774545	BO
98.774545	99.114032	BI
99.146364	103.629748	V
103.629748	103.931514	BO
103.953069	104.944586	BI
104.944586	109.185479	CT
109.363306	109.417193	M
109.417193	110.451820	BO
110.451820	112.995278	CT
113.022221	114.213120	BI
114.213120	115.091475	CT
115.172305	115.215415	M
115.215415	116.487144	BO
116.487144	118.524066	CT
118.739613	119.838904	BI
120.641818	121.261516	V
121.261516	122.075207	BO
122.075207	123.691812	CT
123.772642	125.135979	BI
125.135979	127.178289	CT
128.078199	128.142863	BO
128.142863	129.182879	BO
129.182879	131.440737	CT
131.500012	132.734021	BI
132.734021	134.630837	CT
134.679335	134.733222	M
134.733222	135.805570	BO
135.805570	137.901767	CT
137.934099	139.189662	BI
139.442930	139.556092	M
139.777028	141.296637	CT
141.404410	142.212713	BO
142.212713	142.977906	BI
143.053347	143.543717	V
143.543717	143.753876	BO
143.791597	150.419676	V
150.419676	150.931601	BI
150.931601	154.067814	V
154.094757	154.380357	BI
154.380357	157.516570	V
157.516570	157.705174	BO
157.705174	158.238654	BI
158.238654	161.213206	V
161.213206	161.606580	BO
161.606580	163.061524	CT
163.142354	164.597299	BI
164.753570	167.226976	CT
167.334749	167.383247	M
167.383247	168.584924	BO
168.584924	170.853559	CT
170.982887	172.179175	BI
172.179175	176.522452	CT
176.700279	176.754166	M
176.754166	177.923510	BO
177.923510	179.809549	CT
179.847269	180.973504	BI
180.973504	181.943467	CT
181.965022	182.024297	M
182.024297	182.913430	BO
182.913430	185.052736	CT
185.138955	186.610066	BI
186.610066	188.878701	CT
188.911033	188.986474	M
188.986474	190.236649	BO
190.236649	192.483729	CT
192.483729	193.777013	BI
193.777013	195.021799	CT
195.021799	195.183459	M
195.183459	197.452094	CT
197.479038	197.527536	M
197.527536	198.308895	BO
198.335838	200.938572	V
200.965515	201.391221	BI
201.428942	203.153320	V
203.153320	203.508973	BI
203.579026	209.862229	V
209.862229	210.347211	BI
210.395709	213.504979	V
213.504979	213.989960	BO
214.011515	214.566549	BI
214.566549	215.326353	V
215.326353	215.606565	BO
215.606565	220.445601	V
220.445601	221.027579	BO
221.792772	222.811233	BI
222.811233	227.590994	CT
227.650269	228.889666	BO
228.889666	231.298407	CT
231.384626	232.559359	BI
233.184446	233.238333	M
233.238333	234.510062	BO
234.510062	237.236735	CT
237.296011	238.362970	BI
238.476132	238.546185	M
238.546185	239.575423	BO
239.618533	239.742472	M
239.742472	241.380632	CT
241.423741	241.477628	M
241.477628	241.811726	BO
241.811726	242.679304	BI
242.835576	242.873297	M
242.873297	243.994143	BO
244.619230	244.716226	M
244.969494	246.144227	BI
246.144227	247.329737	CT
247.356680	247.399790	M
247.399790	248.148817	BO
248.148817	250.245014	CT
250.282735	251.683792	BI
251.726902	252.804638	BO
252.804638	255.978572	CT
256.037847	257.422739	BI
257.422739	258.818407	CT
258.845351	258.910015	M
258.910015	259.502770	BO
259.502770	261.264869	BI
261.264869	261.852236	BI
261.889956	268.518035	V
268.550368	268.685085	BI
268.722805	270.915999	V
270.915999	271.374037	BI
271.406369	273.481012	V
273.481012	273.847442	BO
273.847442	274.526416	BI
274.591080	274.731186	M
274.731186	279.440894	V
279.440894	279.904321	BI
279.904321	282.873485	V
282.873485	283.266859	BI
283.266859	289.145911	V
289.210575	289.657836	BO
289.657836	290.509248	BI
290.606244	293.268253	V
293.311362	293.392193	M
293.392193	293.952616	BI
293.974170	298.058791	V
298.058791	298.376724	BO
298.376724	298.500663	BI
298.500663	298.635380	M
298.791652	299.696951	BI
299.793947	300.187321	M
300.338204	300.451366	M
301.081842	301.232725	M
301.351276	301.399774	M
301.399774	302.558341	BO
302.558341	304.412048	CT
304.438991	306.168758	BI
306.168758	309.822285	CT
309.940836	309.989334	M
309.989334	311.002406	BO
311.002406	312.602845	CT
312.662120	313.944627	BI
314.720597	319.516524	V
319.516524	319.936841	BI
320.050004	320.912193	V
320.912193	321.763605	BO
321.839046	322.588073	BI
323.078443	325.104588	V
325.104588	325.557237	BO
326.123049	326.478702	BI
326.543366	331.123746	V
331.123746	331.339293	BI
331.403957	333.338494	V
333.338494	333.580985	BO
333.624094	334.367732	BI
334.367732	334.906601	BI
335.008985	337.714104	V
337.714104	337.832655	M
337.832655	338.500852	BO
338.500852	341.814891	CT
341.895721	343.296779	BI
343.296779	345.624689	CT
345.624689	345.689354	M
345.689354	346.998803	BO
347.381400	347.532283	M
347.532283	349.326714	CT
349.326714	351.018760	V
351.018760	352.290489	BI
352.387486	353.427501	V
353.874762	358.417421	V
358.762297	361.230313	V
361.257257	361.499747	BI
361.580578	362.793031	V
362.793031	363.272624	BO
363.272624	364.625183	CT
364.781455	366.317229	BI
366.317229	368.860687	CT
368.952295	369.022348	M
369.022348	370.224024	BO
370.283299	372.627376	CT
372.697429	374.098486	BI
374.098486	376.302457	CT
376.324012	376.388676	M
376.388676	377.536466	BO
379.131516	379.180014	M
379.180014	380.737343	BI
380.737343	384.148379	CT
384.202266	384.245375	M
384.245375	385.123730	BO
385.123730	385.759595	V
385.759595	385.985919	BO
385.985919	386.724169	BI
386.788833	390.011265	V
390.065152	390.242978	BO
390.242978	390.458526	V
390.625575	394.036611	V
394.036611	394.403041	BI
394.435373	397.156658	V
397.156658	397.603918	BI
397.641639	400.082712	V
400.082712	400.395256	BO
400.395256	401.160449	BI
401.225113	403.887122	V
403.887122	404.226609	BO
404.226609	404.873251	BI
404.927137	406.452134	V
406.452134	406.780844	BO
406.780844	408.219622	V
408.354339	409.981721	V
409.981721	410.585254	BI
410.633752	411.296560	V
411.296560	411.636047	BO
411.636047	415.052471	V
415.052471	415.365015	BO
415.365015	416.356532	BI
416.356532	418.544337	CT
418.630556	419.724459	V
419.724459	420.301048	BO
420.301048	424.062348	CT
424.100069	424.229397	M
424.229397	425.220915	BO
425.253247	426.584251	BI
426.783633	426.853685	M
426.853685	427.748207	BO
427.748207	430.571876	CT
430.728148	430.782035	M
430.782035	431.342458	BO
431.342458	432.738126	BI
433.530263	433.578761	M
433.578761	434.473282	BO
434.473282	436.817359	CT
436.908966	438.099865	BI
438.132197	438.250748	M
439.080605	440.390055	V
440.390055	440.610991	BO
440.632546	441.446237	V
